            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,
**************************************************************************************************************************
$$SOE
2448353.295138889, A.D. 1991-Apr-06 19:05:00.0000, -1.104980659732227E+08,  3.441957765186105E+08,  1.227870724049148E+07,
2448354.295138889, A.D. 1991-Apr-07 19:05:00.0000, -1.132517107402053E+08,  3.470090357670701E+08,  1.230695591663696E+07,
2448355.295138889, A.D. 1991-Apr-08 19:05:00.0000, -1.160434693980910E+08,  3.498043443134800E+08,  1.233500810966116E+07,
2448356.295138889, A.D. 1991-Apr-09 19:05:00.0000, -1.188731419704770E+08,  3.525810212757645E+08,  1.236286144246030E+07,
2448357.295138889, A.D. 1991-Apr-10 19:05:00.0000, -1.217405135243090E+08,  3.553383813893985E+08,  1.239051344770442E+07,
2448358.295138889, A.D. 1991-Apr-11 19:05:00.0000, -1.246453519144675E+08,  3.580757334720513E+08,  1.241796166622739E+07,
2448359.295138889, A.D. 1991-Apr-12 19:05:00.0000, -1.275874067220011E+08,  3.607923847510878E+08,  1.244520400453223E+07,
2448360.295138889, A.D. 1991-Apr-13 19:05:00.0000, -1.305664050247781E+08,  3.634876384763541E+08,  1.247223890097885E+07,
2448361.295138889, A.D. 1991-Apr-14 19:05:00.0000, -1.335820486543258E+08,  3.661607974705971E+08,  1.249906570575495E+07,
2448362.295138889, A.D. 1991-Apr-15 19:05:00.0000, -1.366340119015324E+08,  3.688111685567698E+08,  1.252568503494954E+07,
2448363.295138889, A.D. 1991-Apr-16 19:05:00.0000, -1.397219401691024E+08,  3.714380665206534E+08,  1.255209897995524E+07,
2448364.295138889, A.D. 1991-Apr-17 19:05:00.0000, -1.428454531495250E+08,  3.740408246296788E+08,  1.257831135655287E+07,
2448365.295138889, A.D. 1991-Apr-18 19:05:00.0000, -1.460041469465915E+08,  3.766187953726511E+08,  1.260432743294424E+07,
2448366.295138889, A.D. 1991-Apr-19 19:05:00.0000, -1.491975999417446E+08,  3.791713550706143E+08,  1.263015365256891E+07,
2448367.295138889, A.D. 1991-Apr-20 19:05:00.0000, -1.524253783089985E+08,  3.816979038332524E+08,  1.265579714957139E+07,
2448368.295138889, A.D. 1991-Apr-21 19:05:00.0000, -1.556870429399339E+08,  3.841978681421957E+08,  1.268126538467309E+07,
2448369.295138889, A.D. 1991-Apr-22 19:05:00.0000, -1.589821524658967E+08,  3.866706949295232E+08,  1.270656558574107E+07,
2448370.295138889, A.D. 1991-Apr-23 19:05:00.0000, -1.623102667369451E+08,  3.891158493391953E+08,  1.273170441795343E+07,
2448371.295138889, A.D. 1991-Apr-24 19:05:00.0000, -1.656709486787639E+08,  3.915328112554600E+08,  1.275668771463010E+07,
2448372.295138889, A.D. 1991-Apr-25 19:05:00.0000, -1.690637644227884E+08,  3.939210702754197E+08,  1.278152024417815E+07,
2448373.295138889, A.D. 1991-Apr-26 19:05:00.0000, -1.724882851500427E+08,  3.962801270063794E+08,  1.280620575588000E+07,
2448374.295138889, A.D. 1991-Apr-27 19:05:00.0000, -1.759440844838176E+08,  3.986094858966299E+08,  1.283074681012630E+07,
2448375.295138889, A.D. 1991-Apr-28 19:05:00.0000, -1.794307376408741E+08,  4.009086540578279E+08,  1.285514485367984E+07,
2448376.295138889, A.D. 1991-Apr-29 19:05:00.0000, -1.829478197128951E+08,  4.031771395809644E+08,  1.287940031457216E+07,
2448377.295138889, A.D. 1991-Apr-30 19:05:00.0000, -1.864949029452313E+08,  4.054144487336644E+08,  1.290351268151379E+07,
2448378.295138889, A.D. 1991-May-01 19:05:00.0000, -1.900715569663312E+08,  4.076200902570882E+08,  1.292748081138641E+07,
2448379.295138889, A.D. 1991-May-02 19:05:00.0000, -1.936773448736572E+08,  4.097935706368643E+08,  1.295130293663329E+07,
2448380.295138889, A.D. 1991-May-03 19:05:00.0000, -1.973118223943249E+08,  4.119343958118501E+08,  1.297497685400710E+07,
2448381.295138889, A.D. 1991-May-04 19:05:00.0000, -2.009745362237144E+08,  4.140420705636207E+08,  1.299850001414475E+07,
2448382.295138889, A.D. 1991-May-05 19:05:00.0000, -2.046650247611043E+08,  4.161161022935877E+08,  1.302186972749928E+07,
2448383.295138889, A.D. 1991-May-06 19:05:00.0000, -2.083828157849999E+08,  4.181559980332614E+08,  1.304508314815778E+07,
2448384.295138889, A.D. 1991-May-07 19:05:00.0000, -2.121274260741472E+08,  4.201612654320915E+08,  1.306813738824287E+07,
2448385.295138889, A.D. 1991-May-08 19:05:00.0000, -2.158983597433892E+08,  4.221314115917579E+08,  1.309102958957055E+07,
2448386.295138889, A.D. 1991-May-09 19:05:00.0000, -2.196951085776330E+08,  4.240659468709216E+08,  1.311375719128326E+07,
2448387.295138889, A.D. 1991-May-10 19:05:00.0000, -2.235171477861272E+08,  4.259643813003822E+08,  1.313631802205646E+07,
2448388.295138889, A.D. 1991-May-11 19:05:00.0000, -2.273639334044829E+08,  4.278262262935043E+08,  1.315871060495567E+07,
2448389.295138889, A.D. 1991-May-12 19:05:00.0000, -2.312349007362989E+08,  4.296510000055453E+08,  1.318093459045365E+07,
2448390.295138889, A.D. 1991-May-13 19:05:00.0000, -2.351294605915451E+08,  4.314382291024292E+08,  1.320299102792066E+07,
2448391.295138889, A.D. 1991-May-14 19:05:00.0000, -2.390469991243115E+08,  4.331874556160151E+08,  1.322488265037173E+07,
2448392.295138889, A.D. 1991-May-15 19:05:00.0000, -2.429868791624098E+08,  4.348982422102886E+08,  1.324661388594595E+07,
2448393.295138889, A.D. 1991-May-16 19:05:00.0000, -2.469484472320277E+08,  4.365701815302639E+08,  1.326819075074318E+07,
2448394.295138889, A.D. 1991-May-17 19:05:00.0000, -2.509310384858183E+08,  4.382028955973952E+08,  1.328962025940967E+07,
2448395.295138889, A.D. 1991-May-18 19:05:00.0000, -2.549339842986676E+08,  4.397960361067515E+08,  1.331090982288101E+07,
2448396.295138889, A.D. 1991-May-19 19:05:00.0000, -2.589566196881118E+08,  4.413492836696665E+08,  1.333206670748600E+07,
2448397.295138889, A.D. 1991-May-20 19:05:00.0000, -2.629982862266366E+08,  4.428623412666581E+08,  1.335309748963791E+07,
2448398.295138889, A.D. 1991-May-21 19:05:00.0000, -2.670583342147390E+08,  4.443349297921770E+08,  1.337400775497445E+07,
2448399.295138889, A.D. 1991-May-22 19:05:00.0000, -2.711361239083162E+08,  4.457667852738233E+08,  1.339480198951349E+07,
2448400.295138889, A.D. 1991-May-23 19:05:00.0000, -2.752310233205389E+08,  4.471576529050250E+08,  1.341548346344683E+07,
2448401.295138889, A.D. 1991-May-24 19:05:00.0000, -2.793424085655237E+08,  4.485072869996266E+08,  1.343605434108198E+07,
2448402.295138889, A.D. 1991-May-25 19:05:00.0000, -2.834696608372817E+08,  4.498154464630647E+08,  1.345651567586946E+07,
2448403.295138889, A.D. 1991-May-26 19:05:00.0000, -2.876121662963061E+08,  4.510818956229465E+08,  1.347686757656351E+07,
2448404.295138889, A.D. 1991-May-27 19:05:00.0000, -2.917693131348068E+08,  4.523064009990741E+08,  1.349710925494546E+07,
2448405.295138889, A.D. 1991-May-28 19:05:00.0000, -2.959404908964872E+08,  4.534887320165324E+08,  1.351723919538078E+07,
2448406.295138889, A.D. 1991-May-29 19:05:00.0000, -3.001250887785177E+08,  4.546286604011700E+08,  1.353725528342292E+07,
2448407.295138889, A.D. 1991-May-30 19:05:00.0000, -3.043224932278264E+08,  4.557259586677940E+08,  1.355715490110856E+07,
2448408.295138889, A.D. 1991-May-31 19:05:00.0000, -3.085320882270203E+08,  4.567804027546307E+08,  1.357693513727829E+07,
2448409.295138889, A.D. 1991-Jun-01 19:05:00.0000, -3.127532528932914E+08,  4.577917704523764E+08,  1.359659285611942E+07,
2448410.295138889, A.D. 1991-Jun-02 19:05:00.0000, -3.169853608690145E+08,  4.587598423820193E+08,  1.361612482989964E+07,
2448411.295138889, A.D. 1991-Jun-03 19:05:00.0000, -3.212277787629202E+08,  4.596844013878624E+08,  1.363552781610614E+07,
2448412.295138889, A.D. 1991-Jun-04 19:05:00.0000, -3.254798667141805E+08,  4.605652349710480E+08,  1.365479872806197E+07,
2448413.295138889, A.D. 1991-Jun-05 19:05:00.0000, -3.297409758403135E+08,  4.614021334273591E+08,  1.367393469324851E+07,
2448414.295138889, A.D. 1991-Jun-06 19:05:00.0000, -3.340104466580973E+08,  4.621948900150299E+08,  1.369293320339245E+07,
2448415.295138889, A.D. 1991-Jun-07 19:05:00.0000, -3.382876089895619E+08,  4.629433042110492E+08,  1.371179239854935E+07,
2448416.295138889, A.D. 1991-Jun-08 19:05:00.0000, -3.425717772821643E+08,  4.636471799426788E+08,  1.373051123976001E+07,
2448417.295138889, A.D. 1991-Jun-09 19:05:00.0000, -3.468622499010796E+08,  4.643063307844630E+08,  1.374908990262172E+07,
2448418.295138889, A.D. 1991-Jun-10 19:05:00.0000, -3.511583055694108E+08,  4.649205820950760E+08,  1.376753003067636E+07,
2448419.295138889, A.D. 1991-Jun-11 19:05:00.0000, -3.554592046581021E+08,  4.654897790365661E+08,  1.378583502460623E+07,
2448420.295138889, A.D. 1991-Jun-12 19:05:00.0000, -3.597641902877304E+08,  4.660137914046592E+08,  1.380401000266486E+07,
2448421.295138889, A.D. 1991-Jun-13 19:05:00.0000, -3.640724936135756E+08,  4.664925189561032E+08,  1.382206150617239E+07,
2448422.295138889, A.D. 1991-Jun-14 19:05:00.0000, -3.683833434580608E+08,  4.669258966073388E+08,  1.383999699845195E+07,
2448423.295138889, A.D. 1991-Jun-15 19:05:00.0000, -3.726959725227348E+08,  4.673138908644682E+08,  1.385782405567449E+07,
2448424.295138889, A.D. 1991-Jun-16 19:05:00.0000, -3.770096253813056E+08,  4.676564973120438E+08,  1.387554972414407E+07,
2448425.295138889, A.D. 1991-Jun-17 19:05:00.0000, -3.813235612888225E+08,  4.679537333082381E+08,  1.389317997445276E+07,
2448426.295138889, A.D. 1991-Jun-18 19:05:00.0000, -3.856370557832701E+08,  4.682056326526094E+08,  1.391071945948204E+07,
2448427.295138889, A.D. 1991-Jun-19 19:05:00.0000, -3.899494004433513E+08,  4.684122415474762E+08,  1.392817148750818E+07,
2448428.295138889, A.D. 1991-Jun-20 19:05:00.0000, -3.942598994654105E+08,  4.685736133450167E+08,  1.394553804901001E+07,
2448429.295138889, A.D. 1991-Jun-21 19:05:00.0000, -3.985678686239896E+08,  4.686898078082937E+08,  1.396282000140962E+07,
2448430.295138889, A.D. 1991-Jun-22 19:05:00.0000, -4.028726320188664E+08,  4.687608884040349E+08,  1.398001718100256E+07,
2448431.295138889, A.D. 1991-Jun-23 19:05:00.0000, -4.071735217269667E+08,  4.687869232296988E+08,  1.399712859840071E+07,
2448432.295138889, A.D. 1991-Jun-24 19:05:00.0000, -4.114698747209771E+08,  4.687679826903272E+08,  1.401415251391786E+07,
2448433.295138889, A.D. 1991-Jun-25 19:05:00.0000, -4.157610332518156E+08,  4.687041411509122E+08,  1.403108661798114E+07,
2448434.295138889, A.D. 1991-Jun-26 19:05:00.0000, -4.200463417939601E+08,  4.685954746408507E+08,  1.404792808665535E+07,
2448435.295138889, A.D. 1991-Jun-27 19:05:00.0000, -4.243251474833246E+08,  4.684420626211866E+08,  1.406467375777686E+07,
2448436.295138889, A.D. 1991-Jun-28 19:05:00.0000, -4.285967978803487E+08,  4.682439868580829E+08,  1.408132022011471E+07,
2448437.295138889, A.D. 1991-Jun-29 19:05:00.0000, -4.328606399002589E+08,  4.680013317376242E+08,  1.409786394447079E+07,
2448438.295138889, A.D. 1991-Jun-30 19:05:00.0000, -4.371160186139241E+08,  4.677141845374935E+08,  1.411430141050872E+07,
2448439.295138889, A.D. 1991-Jul-01 19:05:00.0000, -4.413622763925619E+08,  4.673826361392388E+08,  1.413062924390534E+07,
2448440.295138889, A.D. 1991-Jul-02 19:05:00.0000, -4.455987516840984E+08,  4.670067814257710E+08,  1.414684434425882E+07,
2448441.295138889, A.D. 1991-Jul-03 19:05:00.0000, -4.498247750814362E+08,  4.665867168747079E+08,  1.416294393471116E+07,
2448442.295138889, A.D. 1991-Jul-04 19:05:00.0000, -4.540396780386292E+08,  4.661225524506478E+08,  1.417892605927864E+07,
2448443.295138889, A.D. 1991-Jul-05 19:05:00.0000, -4.582427770953890E+08,  4.656143971143640E+08,  1.419478930173606E+07,
2448444.295138889, A.D. 1991-Jul-06 19:05:00.0000, -4.624333809127495E+08,  4.650623703430260E+08,  1.421053330852467E+07,
2448445.295138889, A.D. 1991-Jul-07 19:05:00.0000, -4.666107864710983E+08,  4.644666026329491E+08,  1.422615897299525E+07,
2448446.295138889, A.D. 1991-Jul-08 19:05:00.0000, -4.707742822102273E+08,  4.638272352281781E+08,  1.424166778322190E+07,
2448447.295138889, A.D. 1991-Jul-09 19:05:00.0000, -4.749231496450524E+08,  4.631444240612567E+08,  1.425706170012373E+07,
2448448.295138889, A.D. 1991-Jul-10 19:05:00.0000, -4.790566366182702E+08,  4.624183752543570E+08,  1.427234924936667E+07,
2448449.295138889, A.D. 1991-Jul-11 19:05:00.0000, -4.831740007908606E+08,  4.616493115454659E+08,  1.428753728128764E+07,
2448450.295138889, A.D. 1991-Jul-12 19:05:00.0000, -4.872745032858039E+08,  4.608374887677481E+08,  1.430263331270006E+07,
2448451.295138889, A.D. 1991-Jul-13 19:05:00.0000, -4.913574169393550E+08,  4.599831944219127E+08,  1.431764477531722E+07,
2448452.295138889, A.D. 1991-Jul-14 19:05:00.0000, -4.954220329662963E+08,  4.590867428269486E+08,  1.433257829956746E+07,
2448453.295138889, A.D. 1991-Jul-15 19:05:00.0000, -4.994676645947453E+08,  4.581484683608961E+08,  1.434743920635170E+07,
2448454.295138889, A.D. 1991-Jul-16 19:05:00.0000, -5.034936475101158E+08,  4.571687187040098E+08,  1.436223127883944E+07,
2448455.295138889, A.D. 1991-Jul-17 19:05:00.0000, -5.074993379972959E+08,  4.561478494655331E+08,  1.437695677825475E+07,
2448456.295138889, A.D. 1991-Jul-18 19:05:00.0000, -5.114841100118279E+08,  4.550862206724953E+08,  1.439161661028233E+07,
2448457.295138889, A.D. 1991-Jul-19 19:05:00.0000, -5.154473521672692E+08,  4.539841948962426E+08,  1.440621054871607E+07,
2448458.295138889, A.D. 1991-Jul-20 19:05:00.0000, -5.193884651711570E+08,  4.528421364874230E+08,  1.442073745364040E+07,
2448459.295138889, A.D. 1991-Jul-21 19:05:00.0000, -5.233068598532574E+08,  4.516604113956888E+08,  1.443519545563638E+07,
2448460.295138889, A.D. 1991-Jul-22 19:05:00.0000, -5.272019556993299E+08,  4.504393871958897E+08,  1.444958210212335E+07,
2448461.295138889, A.D. 1991-Jul-23 19:05:00.0000, -5.310731797105841E+08,  4.491794331106714E+08,  1.446389447518429E+07,
2448462.295138889, A.D. 1991-Jul-24 19:05:00.0000, -5.349199654027002E+08,  4.478809199572549E+08,  1.447812929494178E+07,
2448463.295138889, A.D. 1991-Jul-25 19:05:00.0000, -5.387417517971917E+08,  4.465442200409467E+08,  1.449228302199277E+07,
2448464.295138889, A.D. 1991-Jul-26 19:05:00.0000, -5.425379823158971E+08,  4.451697070717010E+08,  1.450635196894017E+07,
2448465.295138889, A.D. 1991-Jul-27 19:05:00.0000, -5.463081035498755E+08,  4.437577561982477E+08,  1.452033242629534E+07,
2448466.295138889, A.D. 1991-Jul-28 19:05:00.0000, -5.500515639241253E+08,  4.423087442439148E+08,  1.453422080332235E+07,
2448467.295138889, A.D. 1991-Jul-29 19:05:00.0000, -5.537678123090410E+08,  4.408230502002199E+08,  1.454801378095683E+07,
2448468.295138889, A.D. 1991-Jul-30 19:05:00.0000, -5.574562966338936E+08,  4.393010560041139E+08,  1.456170847264078E+07,
2448469.295138889, A.D. 1991-Jul-31 19:05:00.0000, -5.611164625419358E+08,  4.377431476099961E+08,  1.457530258983588E+07,
2448470.295138889, A.D. 1991-Aug-01 19:05:00.0000, -5.647477521075490E+08,  4.361497163812853E+08,  1.458879461106640E+07,
2448471.295138889, A.D. 1991-Aug-02 19:05:00.0000, -5.683496026386913E+08,  4.345211608699758E+08,  1.460218395440876E+07,
2448472.295138889, A.D. 1991-Aug-03 19:05:00.0000, -5.719214456407418E+08,  4.328578891085131E+08,  1.461547115041974E+07,
2448473.295138889, A.D. 1991-Aug-04 19:05:00.0000, -5.754627061398456E+08,  4.311603215660698E+08,  1.462865800271991E+07,
2448474.295138889, A.D. 1991-Aug-05 19:05:00.0000, -5.789728027450031E+08,  4.294288948556914E+08,  1.464174770579037E+07,
2448475.295138889, A.D. 1991-Aug-06 19:05:00.0000, -5.824511490003181E+08,  4.276640660498439E+08,  1.465474486786959E+07,
2448476.295138889, A.D. 1991-Aug-07 19:05:00.0000, -5.858971565964299E+08,  4.258663170503674E+08,  1.466765537326986E+07,
2448477.295138889, A.D. 1991-Aug-08 19:05:00.0000, -5.893102406929291E+08,  4.240361579874510E+08,  1.468048603226075E+07,
2448478.295138889, A.D. 1991-Aug-09 19:05:00.0000, -5.926898268938787E+08,  4.221741283990355E+08,  1.469324402196708E+07,
2448479.295138889, A.D. 1991-Aug-10 19:05:00.0000, -5.960353585721160E+08,  4.202807953082650E+08,  1.470593620615363E+07,
2448480.295138889, A.D. 1991-Aug-11 19:05:00.0000, -5.993463028004439E+08,  4.183567482964447E+08,  1.471856848863205E+07,
2448481.295138889, A.D. 1991-Aug-12 19:05:00.0000, -6.026221535303141E+08,  4.164025927678980E+08,  1.473114535388091E+07,
2448482.295138889, A.D. 1991-Aug-13 19:05:00.0000, -6.058624316961673E+08,  4.144189431344393E+08,  1.474366967363933E+07,
2448483.295138889, A.D. 1991-Aug-14 19:05:00.0000, -6.090666829333355E+08,  4.124064173204406E+08,  1.475614275797886E+07,
2448484.295138889, A.D. 1991-Aug-15 19:05:00.0000, -6.122344741685646E+08,  4.103656332399022E+08,  1.476856456533903E+07,
2448485.295138889, A.D. 1991-Aug-16 19:05:00.0000, -6.153653902279296E+08,  4.082972071436991E+08,  1.478093397499374E+07,
2448486.295138889, A.D. 1991-Aug-17 19:05:00.0000, -6.184590308559170E+08,  4.062017531220767E+08,  1.479324904431552E+07,
2448487.295138889, A.D. 1991-Aug-18 19:05:00.0000, -6.215150085501181E+08,  4.040798832996283E+08,  1.480550722073817E+07,
2448488.295138889, A.D. 1991-Aug-19 19:05:00.0000, -6.245329470709128E+08,  4.019322082222517E+08,  1.481770550081259E+07,
2448489.295138889, A.D. 1991-Aug-20 19:05:00.0000, -6.275124804050919E+08,  3.997593371575813E+08,  1.482984054743385E+07,
2448490.295138889, A.D. 1991-Aug-21 19:05:00.0000, -6.304532519380692E+08,  3.975618781981955E+08,  1.484190878300193E+07,
2448491.295138889, A.D. 1991-Aug-22 19:05:00.0000, -6.333549136180357E+08,  3.953404381798394E+08,  1.485390647766945E+07,
2448492.295138889, A.D. 1991-Aug-23 19:05:00.0000, -6.362171249528385E+08,  3.930956225133405E+08,  1.486582984916368E+07,
2448493.295138889, A.D. 1991-Aug-24 19:05:00.0000, -6.390395517538092E+08,  3.908280350826029E+08,  1.487767518582749E+07,
2448494.295138889, A.D. 1991-Aug-25 19:05:00.0000, -6.418218646238294E+08,  3.885382783825794E+08,  1.488943899789667E+07,
2448495.295138889, A.D. 1991-Aug-26 19:05:00.0000, -6.445637372697917E+08,  3.862269540572196E+08,  1.490111819443497E+07,
2448496.295138889, A.D. 1991-Aug-27 19:05:00.0000, -6.472648447867942E+08,  3.838946639491407E+08,  1.491271027615714E+07,
2448497.295138889, A.D. 1991-Aug-28 19:05:00.0000, -6.499248620969296E+08,  3.815420117018210E+08,  1.492421352930948E+07,
2448498.295138889, A.D. 1991-Aug-29 19:05:00.0000, -6.525434627521569E+08,  3.791696049006647E+08,  1.493562720465875E+07,
2448499.295138889, A.D. 1991-Aug-30 19:05:00.0000, -6.551203181974938E+08,  3.767780576408597E+08,  1.494695166494256E+07,
2448500.295138889, A.D. 1991-Aug-31 19:05:00.0000, -6.576550975500090E+08,  3.743679933863802E+08,  1.495818848588207E+07,
2448501.295138889, A.D. 1991-Sep-01 19:05:00.0000, -6.601474682568277E+08,  3.719400481602854E+08,  1.496934050301428E+07,
2448502.295138889, A.D. 1991-Sep-02 19:05:00.0000, -6.625970975868839E+08,  3.694948738177854E+08,  1.498041178273615E+07,
2448503.295138889, A.D. 1991-Sep-03 19:05:00.0000, -6.650036552050174E+08,  3.670331412043029E+08,  1.499140749601635E+07,
2448504.295138889, A.D. 1991-Sep-04 19:05:00.0000, -6.673668169909641E+08,  3.645555427888569E+08,  1.500233367028412E+07,
2448505.295138889, A.D. 1991-Sep-05 19:05:00.0000, -6.696862700677768E+08,  3.620627941606319E+08,  1.501319680653302E+07,
2448506.295138889, A.D. 1991-Sep-06 19:05:00.0000, -6.719617186171875E+08,  3.595556337047488E+08,  1.502400338007554E+07,
2448507.295138889, A.D. 1991-Sep-07 19:05:00.0000, -6.741928895999316E+08,  3.570348200040243E+08,  1.503475928907581E+07,
2448508.295138889, A.D. 1991-Sep-08 19:05:00.0000, -6.763795372363833E+08,  3.545011270869281E+08,  1.504546935284041E+07,
2448509.295138889, A.D. 1991-Sep-09 19:05:00.0000, -6.785214452926738E+08,  3.519553383399619E+08,  1.505613696405430E+07,
2448510.295138889, A.D. 1991-Sep-10 19:05:00.0000, -6.806184268558239E+08,  3.493982403363920E+08,  1.506676395569530E+07,
2448511.295138889, A.D. 1991-Sep-11 19:05:00.0000, -6.826703220435960E+08,  3.468306177421970E+08,  1.507735067524251E+07,
2448512.295138889, A.D. 1991-Sep-12 19:05:00.0000, -6.846769945786239E+08,  3.442532499319900E+08,  1.508789620299476E+07,
2448513.295138889, A.D. 1991-Sep-13 19:05:00.0000, -6.866383281895400E+08,  3.416669093194067E+08,  1.509839863164324E+07,
2448514.295138889, A.D. 1991-Sep-14 19:05:00.0000, -6.885542235052538E+08,  3.390723609772899E+08,  1.510885533840273E+07,
2448515.295138889, A.D. 1991-Sep-15 19:05:00.0000, -6.904245957203386E+08,  3.364703629844981E+08,  1.511926321042880E+07,
2448516.295138889, A.D. 1991-Sep-16 19:05:00.0000, -6.922493730042052E+08,  3.338616670083958E+08,  1.512961881298584E+07,
2448517.295138889, A.D. 1991-Sep-17 19:05:00.0000, -6.940284954542903E+08,  3.312470187956690E+08,  1.513991850850576E+07,
2448518.295138889, A.D. 1991-Sep-18 19:05:00.0000, -6.957619143320632E+08,  3.286271584111415E+08,  1.515015854472743E+07,
2448519.295138889, A.D. 1991-Sep-19 19:05:00.0000, -6.974495913248603E+08,  3.260028202037585E+08,  1.516033513327374E+07,
2448520.295138889, A.D. 1991-Sep-20 19:05:00.0000, -6.990914976169256E+08,  3.233747325888034E+08,  1.517044453938088E+07,
2448521.295138889, A.D. 1991-Sep-21 19:05:00.0000, -7.006876126191372E+08,  3.207436178230836E+08,  1.518048319997634E+07,
2448522.295138889, A.D. 1991-Sep-22 19:05:00.0000, -7.022379223013864E+08,  3.181101920146403E+08,  1.519044788073054E+07,
2448523.295138889, A.D. 1991-Sep-23 19:05:00.0000, -7.037424171965801E+08,  3.154751656360343E+08,  1.520033587257701E+07,
2448524.295138889, A.D. 1991-Sep-24 19:05:00.0000, -7.052010902882152E+08,  3.128392447767638E+08,  1.521014521503589E+07,
2448525.295138889, A.D. 1991-Sep-25 19:05:00.0000, -7.066139351192614E+08,  3.102031332588595E+08,  1.521987492012718E+07,
2448526.295138889, A.D. 1991-Sep-26 19:05:00.0000, -7.079809445186726E+08,  3.075675355610244E+08,  1.522952516130589E+07,
2448527.295138889, A.D. 1991-Sep-27 19:05:00.0000, -7.093021102951425E+08,  3.049331603000022E+08,  1.523909739115526E+07,
2448528.295138889, A.D. 1991-Sep-28 19:05:00.0000, -7.105774241006520E+08,  3.023007238736384E+08,  1.524859436085007E+07,
2448529.295138889, A.D. 1991-Sep-29 19:05:00.0000, -7.118068794738036E+08,  2.996709538291031E+08,  1.525802003005657E+07,
2448530.295138889, A.D. 1991-Sep-30 19:05:00.0000, -7.129904749103609E+08,  2.970445915778056E+08,  1.526737937152353E+07,
2448531.295138889, A.D. 1991-Oct-01 19:05:00.0000, -7.141282177188693E+08,  2.944223941804259E+08,  1.527667808491591E+07,
2448532.295138889, A.D. 1991-Oct-02 19:05:00.0000, -7.152201283885156E+08,  2.918051350079894E+08,  1.528592223925902E+07,
2448533.295138889, A.D. 1991-Oct-03 19:05:00.0000, -7.162662451676604E+08,  2.891936031274416E+08,  1.529511786699118E+07,
2448534.295138889, A.D. 1991-Oct-04 19:05:00.0000, -7.172666284780329E+08,  2.865886013033704E+08,  1.530427054002135E+07,
2448535.295138889, A.D. 1991-Oct-05 19:05:00.0000, -7.182213646846062E+08,  2.839909426230959E+08,  1.531338496985175E+07,
2448536.295138889, A.D. 1991-Oct-06 19:05:00.0000, -7.191305686884285E+08,  2.814014459788764E+08,  1.532246468344058E+07,
2448537.295138889, A.D. 1991-Oct-07 19:05:00.0000, -7.199943849132124E+08,  2.788209309260107E+08,  1.533151182392029E+07,
2448538.295138889, A.D. 1991-Oct-08 19:05:00.0000, -7.208129865504251E+08,  2.762502126412296E+08,  1.534052710449749E+07,
2448539.295138889, A.D. 1991-Oct-09 19:05:00.0000, -7.215865733199797E+08,  2.736900976969135E+08,  1.534950990969187E+07,
2448540.295138889, A.D. 1991-Oct-10 19:05:00.0000, -7.223153683194829E+08,  2.711413811192284E+08,  1.535845850514133E+07,
2448541.295138889, A.D. 1991-Oct-11 19:05:00.0000, -7.229996146385193E+08,  2.686048448260179E+08,  1.536737029971293E+07,
2448542.295138889, A.D. 1991-Oct-12 19:05:00.0000, -7.236395722940038E+08,  2.660812572101370E+08,  1.537624210653032E+07,
2448543.295138889, A.D. 1991-Oct-13 19:05:00.0000, -7.242355157962341E+08,  2.635713734566076E+08,  1.538507036674003E+07,
2448544.295138889, A.D. 1991-Oct-14 19:05:00.0000, -7.247877324034328E+08,  2.610759361676915E+08,  1.539385132126167E+07,
2448545.295138889, A.D. 1991-Oct-15 19:05:00.0000, -7.252965209400553E+08,  2.585956759623781E+08,  1.540258113363488E+07,
2448546.295138889, A.D. 1991-Oct-16 19:05:00.0000, -7.257621909564831E+08,  2.561313118496667E+08,  1.541125597853217E+07,
2448547.295138889, A.D. 1991-Oct-17 19:05:00.0000, -7.261850619758748E+08,  2.536835513069917E+08,  1.541987211622722E+07,
2448548.295138889, A.D. 1991-Oct-18 19:05:00.0000, -7.265654625841004E+08,  2.512530901138261E+08,  1.542842597502981E+07,
2448549.295138889, A.D. 1991-Oct-19 19:05:00.0000, -7.269037291601653E+08,  2.488406120997988E+08,  1.543691426242273E+07,
2448550.295138889, A.D. 1991-Oct-20 19:05:00.0000, -7.272002041240752E+08,  2.464467890695335E+08,  1.544533412082389E+07,
2448551.295138889, A.D. 1991-Oct-21 19:05:00.0000, -7.274552337137053E+08,  2.440722812488571E+08,  1.545368333382893E+07,
2448552.295138889, A.D. 1991-Oct-22 19:05:00.0000, -7.276691655002947E+08,  2.417177386187932E+08,  1.546196057192923E+07,
2448553.295138889, A.D. 1991-Oct-23 19:05:00.0000, -7.278423460855180E+08,  2.393838034060239E+08,  1.547016564436825E+07,
2448554.295138889, A.D. 1991-Oct-24 19:05:00.0000, -7.279751196060433E+08,  2.370711137406498E+08,  1.547829970265058E+07,
2448555.295138889, A.D. 1991-Oct-25 19:05:00.0000, -7.280678276801156E+08,  2.347803081097096E+08,  1.548636533282745E+07,
2448556.295138889, A.D. 1991-Oct-26 19:05:00.0000, -7.281208111792710E+08,  2.325120298714745E+08,  1.549436648830125E+07,
2448557.295138889, A.D. 1991-Oct-27 19:05:00.0000, -7.281344137512450E+08,  2.302669309448738E+08,  1.550230825190851E+07,
2448558.295138889, A.D. 1991-Oct-28 19:05:00.0000, -7.281089865506108E+08,  2.280456739578238E+08,  1.551019646037731E+07,
